HSN Code(4 Digit),HSN Code(8 Digit),Product Group Name,GST Rate
2922,29221110,"2-HYDROXYL N,N-DIISOPROPYL ETHYLAMINE, N,N-DIETHYL AMINO ETHYL CHLORIDE HYDROCHLORIDE, DI-ETHYL AMINO ETHANETHIOL HYDROCHLORIDE, DI-METHYL AMINO ETHYL CHLORIDE HYDROCHLORIDE, DI-METHYL AMINO ETHANETHIOL, DI-METHYL AMINO ETHANETHIOL HYDROCHLORIDE- - - MONO",18%
2904,29049960,2-nitrochlorotoluene,18%
2922,29221910,"3 Hydroxy N, N-Dulsopopylethylamine",18%
3204,32041111,"3204 SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS",18%
3204,32041119,"3204 SYNTHETIC ORGANIC COLOURING MATTER, WHETHER OR NOT CHEMICALLY DEFINED; PREPARATIONS AS SPECIFIED IN NOTE 3 TO THIS CHAPTER BASED ON SYNTHETIC ORGANIC COLOURING MATTER; SYNTHETIC ORGANIC PRODUCTS OF A KIND USED AS FLUORESCENT BRIGHTENING AGENTS OR AS",18%
7208,72083690,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : OTHER",18%
7208,72083610,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : PLATES",18%
7208,72083630,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : SHEETS",18%
7208,72083640,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : STRIP",18%
7208,72083620,"36 FLAT-ROLLED PRODUCTS OF IRON OR NON-ALLOY STEEL, OF A WIDTH OF 600 MM OR MORE, HOT-ROLLED, NOT CLAD, PLATED OR COATED - OTHER, IN COILS, NOT FURTHER WORKED THAN HOT-ROLLED: OF A THICKNESS EXCEEDING 10 MM : UNIVERSAL PLATES",18%
8515,85153910,"39 ELECTRIC (INCLUDING ELECTRICALLY HEATED GAS), LASER OR OTHER LIGHT OR PHOTO BEAM, ULTRASONIC, ELECTRON BEAM, MAGNETIC PULSE OR PLASMA ARC SOLDERING, BRAZING OR WELDING MACHINES AND APPARATUS, WHETHER OR NOT CAPABLE OF CUTTING; ELECTRIC MACHINES AND APP",18%
8515,85153920,"39 ELECTRIC (INCLUDING ELECTRICALLY HEATED GAS), LASER OR OTHER LIGHT OR PHOTO BEAM, ULTRASONIC, ELECTRON BEAM, MAGNETIC PULSE OR PLASMA ARC SOLDERING, BRAZING OR WELDING MACHINES AND APPARATUS, WHETHER OR NOT CAPABLE OF CUTTING; ELECTRIC MACHINES AND APP",18%
5208,520833,"3-thread or 4- thread twill, including cross twill",5%
5208,520843,"3-thread or 4- thread twill, including cross twill",5%
5209,520912,"3-thread or 4-thread twill, including cross twill",5%
5209,520922,"3-thread or 4-thread twill, including cross twill",5%
5209,520932,"3-thread or 4-thread twill, including cross twill",5%
5209,520952,"3-thread or 4-thread twill, including cross twill",5%
5210,521032,"3-thread or 4-thread twill, including cross twill",5%
5211,521112,"3-thread or 4-thread twill, including cross twill",5%
5211,521132,"3-thread or 4-thread twill, including cross twill",5%
5208,520823,"3-thread or 4-thread twill, including cross twill",5%
5208,520813,"3-thread or 4-thread twill, including cross twill",5%
5211,521152,"3-thread or 4-thread twill, including cross twill",5%
5514,551412,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres",5%
5513,551312,"3-thread or 4-thread twill, including cross twill, of polyester staple fibres",5%
2908,290892,"4,6-D initro-o-cresol",18%
2933,29336920,"4-[4,6-bis(2,4-dimethylphenyl)-1,3,5-triazine-2-yl]-1,3-benzenediol",18%
8448,84484210,"42 AUXILIARY MACHINERY FOR USE WITH MACHINES OF HEADING 8444, 8445, 8446 OR 8447 (FOR EXAMPLE, DOBBIES, JACQUARDS, AUTOMATIC STOP MOTIONS, SHUTTLE CHANGING MECHANISMS); PARTS AND ACCESSORIES SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE MACHINES OF THIS",18%
2909,29095040,4-methoxy phenol (mono methyl ether of hydroquinone),18%
8433,84339000,"60 HARVESTING OR THRESHING MACHINERY, INCLUDING STRAW OR FODDER BALERS; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER AGRICULTURAL PRODUCE, OTHER THAN MACHINERY OF HEADING 8437 - PARTS",12%
8433,84336010,"60 HARVESTING OR THRESHING MACHINERY, INCLUDING STRAW OR FODDER BALERS; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER AGRICULTURAL PRODUCE, OTHER THAN MACHINERY OF HEADING 8437- MACHINES FOR CLEANING, SORTING OR GRADI",12%
8433,84336020,"60 HARVESTING OR THRESHING MACHINERY, INCLUDING STRAW OR FODDER BALERS; GRASS OR HAY MOWERS; MACHINES FOR CLEANING, SORTING OR GRADING EGGS, FRUIT OR OTHER AGRICULTURAL PRODUCE, OTHER THAN MACHINERY OF HEADING 8437- MACHINES FOR CLEANING, SORTING OR GRADI",12%
2914,29142950,"7-acetyl, 1,2,3,4,5,6,7,8-octahydro,1,6.7 -tetra methyl Napthalene/ 1-(2,3,8,8-tetramethyl - 1,2,3,4,5,6,7,8-octahydronaphthalene-2-yl) ethanone",18%
8427,84272000,8427 FORK-LIFT TRUCKS; OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT OTHER SELF-PROPELLED TRUCKS,18%
8427,84279000,8427 FORK-LIFT TRUCKS; OTHER WORKS TRUCKS FITTED WITH LIFTING OR HANDLING EQUIPMENT OTHER TRUCKS,18%
8468,84681000,"8468 MACHINERY AND APPARATUS FOR SOLDERING, BRAZING OR WELDING, WHETHER OR NOT CAPABLE OF CUTTING, OTHER THAN THOSE OF HEADING 8515; GAS-OPERATED SURFACE TEMPERING MACHINES AND APPLIANCES HAND-HELD BLOW PIPES",18%
8504,85041010,"8504 ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -BALLASTS FOR DISCHARGE LAMPS OR TUBES: CONVENTIONAL TYPE",18%
8504,85041020,"8504 ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -BALLASTS FOR DISCHARGE LAMPS OR TUBES: FOR COMPACT FLUORESCENT LAMPS",18%
8504,85041090,"8504 ELECTRICAL TRANSFORMERS, STATIC CONVERTERS (FOR EXAMPLE, RECTIFIERS) AND INDUCTORS -BALLASTS FOR DISCHARGE LAMPS OR TUBES: OTHER",18%
8705,87051000,"8705 SPECIAL PURPOSE MOTOR VEHICLES, OTHER THAN THOSE PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS OR GOODS (FOR EXAMPLE, BREAKDOWN LORRIES, CRANE LORRIES, FIRE FIGHTING VEHICLES, CONCRETE-MIXERS LORRIES, SPRAYING LORRIES, MOBILE WORKSHOPS, MOBILE RA",18%
8705,87052000,"8705 SPECIAL PURPOSE MOTOR VEHICLES, OTHER THAN THOSE PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS OR GOODS (FOR EXAMPLE, BREAKDOWN LORRIES, CRANE LORRIES, FIRE FIGHTING VEHICLES, CONCRETE-MIXERS LORRIES, SPRAYING LORRIES, MOBILE WORKSHOPS, MOBILE RA",18%
8705,87053000,"8705 SPECIAL PURPOSE MOTOR VEHICLES, OTHER THAN THOSE PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS OR GOODS (FOR EXAMPLE, BREAKDOWN LORRIES, CRANE LORRIES, FIRE FIGHTING VEHICLES, CONCRETE-MIXERS LORRIES, SPRAYING LORRIES, MOBILE WORKSHOPS, MOBILE RA",18%
8705,87054000,"8705 SPECIAL PURPOSE MOTOR VEHICLES, OTHER THAN THOSE PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS OR GOODS (FOR EXAMPLE, BREAKDOWN LORRIES, CRANE LORRIES, FIRE FIGHTING VEHICLES, CONCRETE-MIXERS LORRIES, SPRAYING LORRIES, MOBILE WORKSHOPS, MOBILE RA",18%
8705,87059000,"8705 SPECIAL PURPOSE MOTOR VEHICLES, OTHER THAN THOSE PRINCIPALLY DESIGNED FOR THE TRANSPORT OF PERSONS OR GOODS (FOR EXAMPLE, BREAKDOWN LORRIES, CRANE LORRIES, FIRE FIGHTING VEHICLES, CONCRETE-MIXERS LORRIES, SPRAYING LORRIES, MOBILE WORKSHOPS, MOBILE RA",18%
8706,87060011,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705: ? FOR THE TRACTORS OF HEADING 8701 : OF ENGINE CAPACITY NOT EXCEEDING 1,800 CC",0%
8706,87060019,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705: ? FOR THE TRACTORS OF HEADING 8701 : OTHER",0%
8706,87060031,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 FOR THE MOTOR VEHICLES OF HEADING 8703 FOR THREE-WHEELED VEHICLES",0%
8706,87060039,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 FOR THE MOTOR VEHICLES OF HEADING 8703 OTHER",0%
8706,87060043,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 FOR THE MOTOR VEHICLES OF HEADING 8704: FOR DUMPERS COVERED IN THE HEADING 8704",0%
8706,87060041,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 FOR THE MOTOR VEHICLES OF HEADING 8704: FOR THREE-WHEELED MOTOR VEHICLE",0%
8706,87060042,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 FOR THE MOTOR VEHICLES OF HEADING 8704: FOR VEHICLES, OTHER THAN PETROL DRIVEN",0%
8706,87060049,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 FOR THE MOTOR VEHICLES OF HEADING 8704: OTHER",0%
8706,87060050,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 FOR THE MOTOR VEHICLES OF HEADING 8705",0%
8706,87060021,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 FOR THE VEHICLES OF HEADING 8702 FOR TRANSPORT OF NOT MORE THAN THIRTEEN PERSONS, INCLUDING THE DRIVER",0%
8706,87060029,"8706 CHASSIS FITTED WITH ENGINES, FOR THE MOTOR VEHICLES OF HEADINGS 8701 TO 8705 FOR THE VEHICLES OF HEADING 8702 OTHER",0%
8432,84329090,"90 AGRICULTURAL, HORTICULTURAL OR FORESTRY MACHINERY FOR SOIL PREPARATION OR CULTIVATION; LAWN OR SPORTSGROUND ROLLERS - PARTS: OTHER",12%
8432,84329010,"90 AGRICULTURAL, HORTICULTURAL OR FORESTRY MACHINERY FOR SOIL PREPARATION OR CULTIVATION; LAWN OR SPORTSGROUND ROLLERS - PARTS: PARTS OF AGRICULTURAL MACHINERY FALLING WITHIN HEADINGS 8432 10, 8432 21, 8432 29, 8432 30 AND 8432 40",12%
2921,292141,A0%ine and its salts,18%
2921,292142,A0%ine derivatives and their salts,18%
1605,160557,Abalone,12%
3078,3078,Abalone (Haliotis Spp.) and stromboid conchs (Strombus spp.),5%
306,3061610,ACCELERATED FREEZE DRIED(AFD),5%
306,3061711,ACCELERATED FREEZE DRIED(AFD),5%
6217,621710,Accessories,12%
9204,92041000,ACCORDIONS AND SIMILAR INSTRUMENTS; MOUTH ORGANS ACCORDIONS AND SIMILAR INSTRUMENTS,0%
9204,92042000,ACCORDIONS AND SIMILAR INSTRUMENTS; MOUTH ORGANS MOUTH ORGANS,0%
2911,291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives",18%
2911,29110010,"ACETALS AND HEMIACETALS, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - ACETALS AND HEMIACETALS, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONATED, NITRATED O",18%
2911,29110090,"ACETALS AND HEMIACETALS, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - ACETALS AND HEMIACETALS, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED, SULPHONATED, NITRATED O",18%
2911,2911,"ACETALS AND HEMIACETALS, WHETHER OR NOT WITH OTHER OXYGEN FUNCTION, AND THEIR HALOGENATED,SULPHONATED, NITRATED OR NITROSATED DERIVATIVES",18%
2003,2003,ACETIC ACID,12%
3204,320412,"Acid dyes, whether or not premetallised, and preparations based thereon;mordant dyes and preparations based thereon",18%
303,3035500,ACK AND ORSE MACKEREL (TRACHURUS SPP.),5%
3906,3906,ACRYLIC POLYMERS IN PRIMARY FORMS,18%
3906,39069020,ACRYLIC POLYMERS IN PRIMARY FORMS - OTHER : POLYACRYLATE MOULDING POWDER,18%
3906,39069010,ACRYLIC POLYMERS IN PRIMARY FORMS - OTHER :ACRYLIC RESINS,18%
3906,39069030,ACRYLIC POLYMERS IN PRIMARY FORMS - OTHER :COPOLYMERS OF ACRYLONITRILE,18%
3906,39069090,ACRYLIC POLYMERS IN PRIMARY FORMS - OTHER :OTHER,18%
3906,39061010,ACRYLIC POLYMERS IN PRIMARY FORMS - POLY (METHYL METHACRYLATE): BINDERS FOR PIGMENTS OR INKS,18%
3906,39061090,ACRYLIC POLYMERS IN PRIMARY FORMS - POLY (METHYL METHACRYLATE): OTHER,18%
3802,3802,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK",18%
3802,38021000,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK ACTIVATED CARBON",18%
3802,38029011,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK OTHER: ACTIVATED NATURAL MINERAL PRODUCTS: ACTIVATED ALUMINA",18%
3802,38029012,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK OTHER: ACTIVATED NATURAL MINERAL PRODUCTS: ACTIVATED BAUXITE",18%
3802,38029019,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK OTHER: ACTIVATED NATURAL MINERAL PRODUCTS: OTHER",18%
3802,38029020,"ACTIVATED CARBON; ACTIVATED NATURAL MINERAL PRODUCTS; ANIMAL BLACK, INCLUDING SPENT ANIMAL BLACK OTHER: ANIMAL BLACK (FOR EXAMPLE BONE BLACK, IVORY BLACK), INCLUDING SPENT ANIMAL BLACK",18%
2102,210210,Active yeasts,5%
2905,29053100,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - DIOLS : ETHYLENE GLYCOL (ETHANEDIOL)",18%
2905,29053200,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - DIOLS : PROPYLENE GLYCOL (PROPANE-1,2-DIOL)",18%
2905,29053910,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - DIOLS :-OTHER : 1,4/1,3/2,3-BUTYLENE GLYCOL",18%
2905,29053990,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - DIOLS :-OTHER : OTHER",18%
2905,29055100,"ACYCLIC ALCOHOLS AND THEIR HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES - HALOGENATED, SULPHONATED, NITRATED OR NITROSATED DERIVATIVES OF ACYCLIC ALCOHOLS : ETHCHLORVYNOL (INN)",18%
